‫‪serialNum‬‬,url‬‬,name‬‬,year‬‬,producer‬‬,actors‬‬,genres‬‬
25689,http://www.torec.net/sub.asp?sub_id=25689,אל תלחצי אני בדרך   /  Due Date, 2010, טוד פיליפס,"זאק גליפינקאיס, רוברט דאוני ג'וניור, ג'ולייט לואיס, מישל מונהיין, דני מקברייד, ג'ימי פוקס, אלן ארקין", קומדיה
26337,http://www.torec.net/sub.asp?sub_id=26337,הולי רולרס   /  Holy Rollers, 2010, קווין אייש,"", דרמה / פשע
26327,http://www.torec.net/sub.asp?sub_id=26327,מפלצות   /  Monsters, 2011,"","", אימה
26426,http://www.torec.net/sub.asp?sub_id=26426,7 ימים   /  7 Days, 2010, דניאל גרו,"ג'ירארד רמי, מלאט פאני, לגולט קלוד", מתח / אימה / זר (צרפתית)
26385,http://www.torec.net/sub.asp?sub_id=26385,הפרקליטה (הרשעה)   /  Conviction, 2010, טוני גולדווין,"הילרי סוונק, סם רוקוול, מיני דרייבר, מליסה לאו, ג'ולייט לואיס, קלואי דובל, פיטר גלגר", ביוגרפיה / דרמה / מתח
26399,http://www.torec.net/sub.asp?sub_id=26399,רוצי! כלבה רוצי!   /  !Run! Bitch Run, 2009, ג'וסף גוזמן,"", אימה / מתח
25040,http://www.torec.net/sub.asp?sub_id=25040,עצמות חורף (קר עד העצם)   /  Winter's Bone, 2010, דברה גרניק,"ג'ניפר לורנס, ג'ון הוקס, קווין ברזנהן, דאל דיקי, גארט דילהאנט", דרמה / מתח
25688,http://www.torec.net/sub.asp?sub_id=25688,וול סטריט 2: הכסף מדבר   /  Wall Street 2: Money Never Sleeps, 2010, אוליבר סטון,"מייקל דאגלס, שיה לה-באף, קארי מוליגן, גוש ברולין, סוזן סרנדון, אלי וולך, פרנק לנגלה, צ'רלי שין", דרמה
26244,http://www.torec.net/sub.asp?sub_id=26244,כשתפגשי זר גבוה ומסתורי   /  You Will Meet A Tall Dark Stranger, 2010, וודי אלן,"נעמי ווטס, ג'וש ברולין, אנתוני הופקינס, אנטוניו בנדרס, פרידה פינטו, ג'מה ג'ונס, לוסי פונץ", קומדיה / רומנטיקה
26367,http://www.torec.net/sub.asp?sub_id=26367,הודו - ממלכת הטיגריס   /  India: Kingdom Of The Tiger, 2002, ברוס ניבאור,"כריסטופר היירדאל, סמירטי מישרה, קולין וינט", דוקומנטרי / סרט קצר
26344,http://www.torec.net/sub.asp?sub_id=26344,השדה   /  The Field, 1990, ג'ים שרידן,"ריצ'רד האריס, טום ברנג'ר, שון בין, ג'ון הארט", דרמה
26356,http://www.torec.net/sub.asp?sub_id=26356,אשליות אופטיות   /  Optical Illusions, 2009, קריסטיאן חימנס,"פאולה לאטוס, אדוארדו פצ'קו, גרגורי כהן, איוון אלוורס דה אראיה, אלוורו רודולפי", דרמה
26322,http://www.torec.net/sub.asp?sub_id=26322,סודות שבלב   /  Tell-Tale, 2009, מייקל צ'וסטה,"לנה האדי, ג'וש לוקאס, בריאן קוקס, אולריך טומסון, פבלו שרייבר, דאלאס רוברטס, ביאטריס מילר", אימה / דרמה / מדע בדיוני / מתח
26224,http://www.torec.net/sub.asp?sub_id=26224,קיקבוקסר   /  Kickboxer, 1989," דיוויד וורת', מארק דיסאלה","ז'אן קלוד ואן דאם, דניס אלקסיו", דרמה / פעולה / ספורט
23899,http://www.torec.net/sub.asp?sub_id=23899,16 משאלות   /  16 Wishes, 2010, פיטר דה-לואיס,"דבי רייאן, ג'ין-לוק בילודאו, אנה מאה רותלדג", משפחה
26284,http://www.torec.net/sub.asp?sub_id=26284,ברוכה הבאה לריילי   /  Welcome to the Rileys, 2010, ג'ייק סקוט,"קריסטן סטיוארט, ג'יימס גנדולפיני, מליסה לאו, דויד יאנסן", דרמה
26283,http://www.torec.net/sub.asp?sub_id=26283,משחק המוות   /  Game Of Death, 2010, ,"ווסלי סנייפס, זואי בל, גארי דניאלס", הרפתקאות / פעולה
26325,http://www.torec.net/sub.asp?sub_id=26325,בעין הסערה (אל תוך הסערה)   /  Into the Storm, 2009, ת'דאוס אוסוליואן,"פטריק מלהיד, איאן גלן, ביל פטרסון, ברנדן גליסון, ג'יימס דארסי, לן קאריו, ג'נט מקטייר", ביוגרפיה / דרמה / היסטוריה / מלחמה
26172,http://www.torec.net/sub.asp?sub_id=26172,מרוץ קטלני 2   /  Death Race 2, 2011, רואל ראיין,"", פעולה
5310,http://www.torec.net/sub.asp?sub_id=5310,השוטר מבוורלי הילס 3   /  Beverly Hills Cop III, 1994, ג'ון לנדיס,"אדי מרפי, ג'ון טניי, ג'ואי טרבלוטה, יוג'ין כליור, ג'ימי אורטגה, אואזון אלאם, ריי ליקינס", פעולה / קומדיה / פשע / מתח
5309,http://www.torec.net/sub.asp?sub_id=5309,השוטר מבוורלי הילס 2   /  Beverly Hills Cop II, 1987, טוני סקוט,"אדי מרפי, ג'אדג' ריינהולד, ג'ון אשטון, ג'ורגן פרושנאו, רוני קוקס, בריג'יט נילסן, דין סטוקוול, פול רייזר, כריס רוק, טומי ליסטר", פעולה / קומדיה / פשע / מתח
5308,http://www.torec.net/sub.asp?sub_id=5308,השוטר מבוורלי הילס   /  Beverly Hills Cop, 1984, מרטין ברסט,"אדי מרפי, ג'אדג' ריינהולד, ג'ון אשטון, ליסה אילבכר, רוני קוקס, סטיבן ברקוף, ג'יימס רוסו, פול רייזר, דיימון וואיינס", פעולה / קומדיה / פשע / מתח
449,http://www.torec.net/sub.asp?sub_id=449,הרי את מכושפת לי   /  Bedazzled, 2000, הרולד ראמיס ,"ברנדן פרייזר, אליזבט הארלי", קומדיה
656,http://www.torec.net/sub.asp?sub_id=656,אנתוני זימר   /  Anthony Zimmer, 2005, ז'רום סאל,"איוואן אטאל, סופי מרסו, סמי פריי, דניאל אולבריצסקי", מתח
10051,http://www.torec.net/sub.asp?sub_id=10051,ג'יימס בונד - מרוסיה באהבה   /  From Russia With Love, 1963, טראנס יונג,"שון קונרי, לואיס מקסוול", מתח / פעולה
3853,http://www.torec.net/sub.asp?sub_id=3853,וגאס בייבי   /  Bachelor Party Vegas, 2006, אריק ברנט,"קאל פן, ג'ונתן בנט, דונלד פייזון, צ'רלי טלברט, אהרון הימלסטיין, צ'אק לידל, וינסנט פאסטור, דניאל סטרן, ג'יימי פרסלי", הרפתקאות / קומדיה
11038,http://www.torec.net/sub.asp?sub_id=11038,הנעלם (נשמה תועה)   /  The Invisible, 2007, דייויד ס. גאוור,"ג'סטין צ'טוואין, מרגריטה לוויטה, מארשה גיי הראדן, כריס מרקט, אלכס אולגלין, קולום קיט רוני, מישל האריסון, ראין קנדי, אנדרו פרנסיס", מתח / דרמה / מיסתורין / פנטזיה
1283,http://www.torec.net/sub.asp?sub_id=1283,התוצאה המושלמת   /  The Perfect Score, 2004, בריאן רובינס,"סקרלט ג'והנסון, כריס אוונס, אריקה כריסטנסן, בריאן גרינברג, דריוס מילר, מתיו לילארד, לאונרדו נאם, לינדה בויד", קומדיה / נעורים
1226,http://www.torec.net/sub.asp?sub_id=1226,לבד בחשיכה   /  Alone in the Dark, 2005, יו בול,"כריסטיאן סלייטר, טארה ריד, סטיבן דורף, פרנק סי טרנר, מתיו ווקר, וויל סנדרסון, מארק אטצ'סון, דאקרן שאלאבי", מתח / אימה / פעולה
7541,http://www.torec.net/sub.asp?sub_id=7541,פינת העשירי ווולף   /  10th And Wolf, 2006, בובי מורסקו,"ג'יימס מרסדן, ג'ובאני ריבסי, בראד רנפרו, פייפר פראבו, דניס הופר, לזלי אן וורן, דאש מיהוק, טומי לי, בריאן דנהי, ואל קילמר, ליאו רוסי", דרמה / פשע / מתח
11452,http://www.torec.net/sub.asp?sub_id=11452,אדם לכל עת   /  a Man For All Seasons, 1966, פרד זינמן,"פול סקופילד, וונדי הילר, לאו מק'קארן, רוברט שאו, אורסון וולס, סוזנה יורק, נייג'ל דייבנפורט, ג'ון הארט", דרמה / היסטוריה / ביוגרפיה
1082,http://www.torec.net/sub.asp?sub_id=1082,חסין תקלות   /  Foolproof, 2003, וויליאם פיליפס,"ריאן ריינולדס, כריסטין בוט", פעולה
1078,http://www.torec.net/sub.asp?sub_id=1078,האחרים   /  The Others, 2001, אלחנדרו אמנבר,"איליין קאסידי, פיונולה פלנגן, כריסטופר אקלסטון, ניקול קידמן, אריק סייקס, ג'יימס בנטלי, אלאקינה מאן", אימה
9147,http://www.torec.net/sub.asp?sub_id=9147,סניקרס   /  Sneakers, 1992, פיל אלדן רובינסון,"רוברט רדפורד, דן אקרויד, בן קינגסלי, מארי מקדונל, ריבר פיניקס, סידני פואטייה, דייויד סטרתיירן, דונאל לוג, טימותי באזפילד, סטיבן טובולובסקי, לי גרלינגטון, ג'יימס ארל ג'ונס", פעולה / הרפתקאות / פשע / קומדיה שחורה / מתח / מיסתורין
10649,http://www.torec.net/sub.asp?sub_id=10649,פשע ממוחשב 2   /  Hackers 2: Operation Takedown, 2000, ג'ו קאפל,"סקיט אולריך, ראסל וונג, אנג'לה פד'רסטון, דונאל לוגו, כריסטופר מקדונלד, מאסטר P, תום ברנגר, ג'רמי סיסטו, אמנדה פיט, אית'ן סופלי", מתח / פעולה
5761,http://www.torec.net/sub.asp?sub_id=5761,נקודת פריצה   /  Point Break, 1991, קתרין ביגלו,"קיאנו ריבס, פטריק סווייזי, גארי ביוסי, לורי פטי, ג'ון סי מק'גינלי, ג'יימס לגרוס, ג'ון פילבין", פעולה / הרפתקאות / ספורט / מתח / פשע
5660,http://www.torec.net/sub.asp?sub_id=5660,להרוג את המזל   /  Lucky Number Slevin, 2006, פול מק'גויגן,"ג'וש הארטנט, ברוס וויליס, מורגן פרימן, בן קינגסלי, לוסי ליו, סטנלי טוצ'י, פיטר אאוטברידג', קווין צ'מברלין, דני איילו, רוברט פורסטר", מתח / פשע / קומדיה / פעולה
5624,http://www.torec.net/sub.asp?sub_id=5624,הפירמה   /  The Firm, 1993, סידני פולאק,"טום קרוז, ג'ין הקמן, ג'יין טריפלהורן", מתח / דרמה
5191,http://www.torec.net/sub.asp?sub_id=5191,ביטלג'וס   /  Beetlejuice, 1988, טים ברטון,"אלק בולדווין, ג'ינה דייויס, מייקל קיטון, וינונה ריידר", קומדיה / פנטזיה / אימה
5259,http://www.torec.net/sub.asp?sub_id=5259,טיסה נעימה   /  !‏Airplane, 1980," ג'ים אברהמס, דייויד צוקר, ג'רי צוקר","לסלי נילסן, לויד ברידג'ס, ג'ולי הגרטי, רוברט הייז, פיטר גרייבס", קומדיה / פארודיה
7038,http://www.torec.net/sub.asp?sub_id=7038,טיסה נעימה 2   /  Airplane II: The Sequel, 1982, קן פינקלמן,"רוברט הייז, ג'ולי הגרטי, לויד ברידג'ס, פיטר גרייבס, צ'אד אוורט, וויליאם שטנר, ריפ טורן, ג'ון ורנון", קומדיה / פארודיה
4697,http://www.torec.net/sub.asp?sub_id=4697,באטמן לנצח   /  Batman Forever, 1995, ג'ואל שומכר,"ואל קילמר, טומי לי ג'ונס, ג'ים קארי, ניקול קידמן, כריס אודונל, מייקל גוך"," פעולה / הרפתקאות, מדע בדיוני "
510,http://www.torec.net/sub.asp?sub_id=510,היצ'   /  Hitch, 2005, אנדי טננט ,"וויל סמית', אווה מנדז, קווין ג'יימס, מייקל רפופורט, אטו אסאנדו", קומדיה
3190,http://www.torec.net/sub.asp?sub_id=3190,רוקי 4   /  Rocky IV, 1985, סילבסטר סטלון,"טליה שייר, סילבסטר סטלון", ספורט - דרמה
3198,http://www.torec.net/sub.asp?sub_id=3198,רוקי 5   /  Rocky V, 1990, ,"סילבסטר סטאלון, טליה שייר, בורט ינג, קרל וות'רס", סילבסטר סטלון
1739,http://www.torec.net/sub.asp?sub_id=1739,מלחמת האופל   /  Underworld, 2003, לן וייסמן,"קייט בקינסייל, סקוט ספידמן, ביל ניי, מייקל שין, שיין ברולי, סופיה מיילס, וונתוורת' מילר", פנטזיה / פעולה / הרפתקאות / מתח / אימה
13200,http://www.torec.net/sub.asp?sub_id=13200,האדם מכדור הארץ   /  The Man From Earth, 2007, ריצ'רד שנקמן,"ג'ון בילינגסלי, אלק קרופורד, וויליאם קאט, אניקה פטרסון, ריצ'ארד ריצ'ל, דייוויד לי סמית', אלכסיס ת'ורפ", מדע בדיוני
26241,http://www.torec.net/sub.asp?sub_id=26241,נכשל   /  F, 2010,"","", אימה / מתח
1359,http://www.torec.net/sub.asp?sub_id=1359,אין מה להפסיד   /  Nothing to Lose, 1997, סטיב אודקרק,"טים רובינס, מרטין לורנס, ג'יאנקרלו אספוזיטו, קלי פרסטון, רבקה גייהארט, ג'ון סי מק'גינלי, סמאריה גרהאם, מייקל מק'קין, סטיב אודקרק", פעולה / הרפתקאות / קומדיה / פשע
1290,http://www.torec.net/sub.asp?sub_id=1290,מתנקשים   /  Assassins, 1995, ריצ'ארד דונאר,"סילבסטר סטלון, אנטוניו בנדרס, ג'וליאן מור, מוז וואטסון, סטיב קאהן", פעולה - מתח
1217,http://www.torec.net/sub.asp?sub_id=1217,שייד   /  Shade, 2003, דמיאן נימן,"סילבסטר סטאלון, מלאני גריפית', גבריאל ביירן, ת'נדי ניוטון"," פשע, דרמה"
364,http://www.torec.net/sub.asp?sub_id=364,אמריקה מאוהבת   /  America's Sweethearts, 2001, ג'ו רות',"ג'וליה רוברטס, בילי קריסטל, קתרין ז'טה ג'ונס, ג'ון קיוזאק, האנק עזריה, סטנלי טוצ'י, כריסטופר ווקן", קומדיה - רומנטיקה
1462,http://www.torec.net/sub.asp?sub_id=1462,סנאצ'   /  Snatch, 2000, גיא ריצ'י,"בניסיו דל טורו, דניס פארינה, בראד פיט, ויני ג'ונס, ג'ייסון פלמינג, ג'ייסון סטאטהם", קומדיה / פעולה
826,http://www.torec.net/sub.asp?sub_id=826,ספרטני   /  Spartan, 2004, דיוויד מאמט,ואל קילמר, פעולה
6740,http://www.torec.net/sub.asp?sub_id=6740,שעת שיא 2   /  Rush Hour 2, 2001, ברט ראטנר,"ג'קי צ'אן, כריס טאקר, זיי ז'אנג, ג'ון לון, רוזלין סנצ'ז, הריס יולין, אלן קינג, קנת' צאנג, ג'רמי פיבן, סול רובינק, דון צ'ידל", קומדיה / הרפתקאות / פעולה / פשע / מתח
9953,http://www.torec.net/sub.asp?sub_id=9953,שעת שיא   /  Rush Hour, 1998, ברט ראטנר,"ג'קי צ'אן, כריס טאקר, טום וילקינסון, פיליפ בייקר הול, מארק רולסטון, כריס פן, צי מה, רוג'ר פאן", קומדיה / פעולה / פשע / מתח
10688,http://www.torec.net/sub.asp?sub_id=10688,שעת שיא 3   /  Rush Hour 3, 2007, ברט ראטנר,"ג'קי צ'אן, כריס טאקר, ויני ג'ונס, הירויוקי סנאדה, נואם לנואר, מקס פון סידוב, יאוון אטל", מתח / פעולה / פשע / קומדיה
26208,http://www.torec.net/sub.asp?sub_id=26208,האדם משום מקום   /  The Man from Nowhere, 2010,"","", מיסתורין / מתח / פעולה / זר (קוריאנית)
4142,http://www.torec.net/sub.asp?sub_id=4142,הנוסע השמיני 4: התחייה   /  Alien: Resurrection, 1997, ז'אן-פייר ז'נה,"סיגורני וויבר, וינונה ריידר, דומיניק פינון, רון פרלמן, דן הדייה", מדע בדיוני / פעולה / אימה / מתח
26197,http://www.torec.net/sub.asp?sub_id=26197,סקרטריאט   /  Secretariat, 2010, רנדל וולס,"", דרמה / ספורט
3188,http://www.torec.net/sub.asp?sub_id=3188,רוקי 3   /  Rocky III, 1982, סילבסטר סטאלון,"סילבסטר סטאלון, טליה שייר, בארט יאנג, קרל וותרס, האלק הוגאן, מיסטר טי", דרמה / פעולה / ספורט
3183,http://www.torec.net/sub.asp?sub_id=3183,רוקי 2   /  Rocky 2, 1979, ,"סילבסטר סטאלון, טליה שייר, בורג ינג, קרל וות'רס, בורג'ס מרדית'", סילבסטר סטלון
3199,http://www.torec.net/sub.asp?sub_id=3199,רוקי   /  Rocky, 1976, ג'ון ג'. אבילדסן,"סילבסטר סטאלון, טליה שייר, בארט יאנג", פעולה / דרמה / ספורט
26188,http://www.torec.net/sub.asp?sub_id=26188,סטון   /  Stone, 2010, ג'ון קוראן,"רוברט דה נירו, אדוארד נורטון, מילה ג'ובוביץ', פרנסס קונרוי", דרמה / מתח
4694,http://www.torec.net/sub.asp?sub_id=4694,אוכפים מצחיקים   /  Cactus Jack, 1979, האל נידהאם,"ארנולד שווצינגר, אן-מרגרט, קירק דאגלס, ג'ק אליים, רות בוזי, סטרות'ר מרטין, רוברט טסייר"," מערבונים, קומדיה"
17375,http://www.torec.net/sub.asp?sub_id=17375,הסיפור המופלא של בנג'מין באטן   /  The Curious Case Of Benjamin Button, 2008, דיוויד פינצ'ר,"בראד פיט, קייט בלאנשט, תילדה סווינטון, אלה פאנינג, ג'וליה אורמונד, ג'יסון פלאמינג, אליס קוטיס", דרמה / מיסתורין / פנטזיה / רומנטיקה
26191,http://www.torec.net/sub.asp?sub_id=26191,פעם הייתי   /  Once I Was, 2010, אבי נשר,"אדיר מילר, דרור קרן, מיה דגן, דב נבון, ירדן בר כוכבא, אלי יצפאן", דרמה / זר (עברית)
26190,http://www.torec.net/sub.asp?sub_id=26190,היא בתפקיד   /  She Is On Duty, 2005, קוונג שון פארק,"סון-אה קים, יו קונג, סאנג-מי נאם, גיאנג יו הא, סאנג-מיונ פארק, ג'ו-היאון נו, קאפ-סו קים", פשע / קומדיה / רומנטיקה / זר (קוריאנית)
15213,http://www.torec.net/sub.asp?sub_id=15213,הנקוק   /  Hancock, 2008, פיטר ברג,"וויל סמית', שרליז ת'רון, ג'ייסון בייטמן, ג'יי הד, אדי מרסן, דיוויד מייטי, מטריקס פייטן", דרמה / פנטזיה / פעולה / קומדיה
10608,http://www.torec.net/sub.asp?sub_id=10608,המספר 23   /  The Number 23, 2007, ג'ואל שומאכר,"ג'ים קארי, וירג'יניה מדסן, לוגן לרמן, דני יוסטון, לין קולינס, רונה מיטרה, מישל ארתור, מארק פלגרינו, פול בוצ'ר, דיוויד סטיפל, אד לותר, קורי סטול", דרמה / מיסתורין / מתח
24865,http://www.torec.net/sub.asp?sub_id=24865,פייפרמן (איש נייר)   /  Paper Man, 2009," קיארן מולרוניי, מישל מלרוני","ריאן ריינולדס, אמה סטון, האנטר פאריש, ליסה קודרו, ג'ף דניאלס, קיארן קולקין, ארבאלה פיילד", דרמה / קומדיה
26175,http://www.torec.net/sub.asp?sub_id=26175,רובין הוד   /  Robin Hood, 1973, וולפגנג רית'רמן,"פאט בוטרם, בריאן בדפורד, טומי סטילי", אנימציה / הרפתקאות / משפחה / רומנטיקה
4556,http://www.torec.net/sub.asp?sub_id=4556,התקווה לנצחון   /  The Quest, 1996, ז'אן-קלוד ואן דאם,"ז'אן-קלוד ואן דאם, ג'יימס רמייר, רוג'ר מור", פעולה / הרפתקאות / מתח
4531,http://www.torec.net/sub.asp?sub_id=4531,נתיב המוות   /  Wake Of Death, 2004, פיליפ מרטינז,"ז'אן קלוד ואן דאם, ליסה קינג, סימון יאם, טוני סאינה", אקשן פעולה
26171,http://www.torec.net/sub.asp?sub_id=26171,שערוריה   /  Outrage, 2010,"","", דרמה / פשע
9880,http://www.torec.net/sub.asp?sub_id=9880,דרקון אדום   /  Red Dragon, 2002, ברט ראטנר,"אנטוני הופקינס, אדוארד נורטון, ראלף פיינס, הארווי קייטל, אמילי ווטסון, מרי-לואיז פרקר, פיליפ סימור הופמן", מתח / דרמה / אימה / פעולה
9,http://www.torec.net/sub.asp?sub_id=9,היום אתה תמות   /  Today You Die, 2005, דון א. פאונטלירוי,"סטיבן סיגל, אנתוני כריס, שרה בקסטון, מרי מורו, ניק מנסונו, רוברט מיאנו, לורנס טרנר", פשע / פעולה
25823,http://www.torec.net/sub.asp?sub_id=25823,ובקרוב האפלה   /  And Soon The Darkness, 2010, מרקוס אפרון,"אמבר הירד, אודט יוסטמן, קרל אורבן", אימה / מתח
308,http://www.torec.net/sub.asp?sub_id=308,סודות נעולים   /  The Skeleton Key, 2005, איאן סופטלי,"קייט הדסון, ג'ינה רולנדס, ג'ון הארט, פיטר סארסגארד, ג'וי בריאנט, מקסין ברנט, פנלוני האריס", אימה / דרמה / מתח / מיסתורין
19147,http://www.torec.net/sub.asp?sub_id=19147,שליחות קטלנית: התעוררות   /  Terminator 4 (Terminator Salvation: The Future Begins), 2009, מק'ג,"כריסטיאן בייל, ברייס דאלאס הווארד, מון בלאדגוד, הלנה בונהם קרטר, סאם וורטינגטון, אנטון ילצ'ין, רולנד קיקינגר", מדע בדיוני / מתח / פעולה
10302,http://www.torec.net/sub.asp?sub_id=10302,15 דקות   /  15 Minutes, 2001, ג'ון הרצפלד,"רוברט דה נירו, אדוארד בורנס, קלסי גרמר", דרמה / מתח / פעולה / פשע
754,http://www.torec.net/sub.asp?sub_id=754,סיפור אהבה בלתי נשכח   /  A Walk to Remember, 2002, אדם שנקמן,"שיין ווסט, מנדי מור, פיטר קויוטה, דאריל האנה, לורן ג'רמן, קליין כרופורד, אל תומפסון", דרמה / רומנטיקה
452,http://www.torec.net/sub.asp?sub_id=452,התחתית   /  Below, 2002, דיוויד טווהי,"צ'אק אלסוורת, כריספין לייפילד, הולט מקלני, ברוס גרינווד, מתיו דיוויד, דקסטר פלטשר", אימה / מיסתורין
25897,http://www.torec.net/sub.asp?sub_id=25897,טרון   /  Tron, 1982, סטיבן ליסברג,"ג'ף ברידג'ס, דן שור, דייוויד וורנר, ברוס בוקסליינטר, סינדי מורגן, ברנרד היוז, פיטר ג'ורסיק", הרפתקאות / מדע בדיוני / מתח / פעולה
9889,http://www.torec.net/sub.asp?sub_id=9889,תחושה מוקדמת   /  Premonition, 2007, מנן יאפו,"סנדרה בולוק, ניה לונג, ג'וליאן מקמהון, קייט נאליגן, קורטני טיילור בורנס, מרק מקוליי, שיאן מק'קלור", דרמה / מיסתורין / מתח / פנטזיה
7809,http://www.torec.net/sub.asp?sub_id=7809,אמן האשליות   /  The illusionist, 2006, ניל ברגר,"אדוארד נורטון, ג'סיקה ביאל, פול ג'יאמטי, רופוס סאוול, אדי מרסן", מיסתורין / דרמה / רומנטיקה / מתח
4312,http://www.torec.net/sub.asp?sub_id=4312,הבריחה מהגיהנום   /  In Hell, 2003, רינגו לאם,"ז'אן קלוד ואן דאם, לורנס טיילור", פעולה
4533,http://www.torec.net/sub.asp?sub_id=4533,סטריט פייטר   /  Street Fighter, 1994, סטיבו אי דה סאוזה,"ז'אן קלוד ואן דאם, ראול ג'וליה, מינג נה, דמיאן צ'פה, קיילי מינוג, סימון קאלו, רושן סט"," פעולה, אקשן, קומדיה"
25877,http://www.torec.net/sub.asp?sub_id=25877,גוטי   /  Gotti, 1996, רוברט הרמון,"וויליאם פורסייט, אנטוני קווין, פרנק וינסנט, ארמנד אסנטה, רוברט מירנדה, ריצ'ארד ס סרפיאן, דומיניק צ'יאניס", ביוגרפיה / דרמה / פשע
4555,http://www.torec.net/sub.asp?sub_id=4555,הליגיונר   /  Legionnaire, 1998, פיטר מק'דונלד,"דניאל קלטגורן, ז'אן-קלוד ואן-דאם, אדוואלה איקינויה-אגבג'י, ניקולס פארל, סטיבן ברקוף", פעולה / הרפתקאות / מלחמה
4557,http://www.torec.net/sub.asp?sub_id=4557,חייל אוניברסלי 2 - הדור הבא   /  Universal Soldier 2 - The Return, 1999, מיק רודג'רס,"ז'אן-קלוד ואן דאם, מייקל ג'י וויט, זנדר ברקלי, דניאל פון ברגן, היידי צ'אנז, ג'סטין לאזרד, קיאנה טום", פעולה / הרפתקאות / מדע בדיוני
4528,http://www.torec.net/sub.asp?sub_id=4528,מטרה קשוחה   /  Hard Target, 1993, ג`ון וו,"ז'אן קלוד ואן דאם, לאנס הנריקסן", פעולה / מתח
4532,http://www.torec.net/sub.asp?sub_id=4532,סודות המסדר   /  The Order, 2001, שלדון לטיצ',"ז'אן קלוד ואן דאם, צ'רלטון הסטון, בריאן תומפסון, סופיה מילוש", פעולה / הרפתקאות / דרמה / מתח
365,http://www.torec.net/sub.asp?sub_id=365,כל הסוסים היפים   /  All The Pretty Horses, 2000, בילי בוב תורנטון,"מאט דיימון, הנרי תומאס, פנלופה קרוז, סאם שפרד, רוברט פטריק, לוקאס בלאק, רובן בליידס, אנג'לינה טורס", דרמה / מערבון
25869,http://www.torec.net/sub.asp?sub_id=25869,חסד האמיש   /  Amish Grace, 2010, גרג צ'אמפיון,מת לטשר, ביוגרפיה / דרמה
884,http://www.torec.net/sub.asp?sub_id=884,מלכודת לפרקליט   /  The Devil's Advocate, 1997, טיילור הקפורד,"אל פצ'ינו, קיאנו ריבס, שרליז תרון, ג'פרי ג'ונס, ג'ודית לוי, קוני נילסן, קרייג טי נלסון, טמארה טוני, רובן סנטיאגו-הדסון, התר מטראצו, דברה מונק", דרמה / מתח
4554,http://www.torec.net/sub.asp?sub_id=4554,אין לאן לברוח   /  Nowhere To Run, 1993, רוברט הרמן,"קירן קלקין, טד לוין, רוזנה ארקט, ג'וס אקלנד, ז'אן-קלוד ואן-דאם, אנתוני סטארק", פעולה / רומנטיקה / דרמה
25875,http://www.torec.net/sub.asp?sub_id=25875,המשרתת   /  The Housemaid, 2010, סון יים,"יון, גאה לי, היון, אהן", מתח / זר (קוריאנית)
11721,http://www.torec.net/sub.asp?sub_id=11721,משימה בלתי אפשרית 2   /  Mission Impossible 2, 2000, ג'ון וו,"טום קרוז, דוגריי סקוט, תנדי ניוטון, וינג ריימס, ריצ'ארד רוקסבורו, ג'ון פולסון, ברנדן גליסון, ראדה סרבדג'יה, וויליאם מאפוטר, דומיניק פורסל, מתיו וילקינסון", פעולה / הרפתקאות / מתח
6773,http://www.torec.net/sub.asp?sub_id=6773,משימה בלתי אפשרית 3   /  Mission: Impossible III, 2006, ג'יי. ג'יי אברמס,"טום קרוז, פיליפ סימור הופמן, וינג ריימס, בילי קרודאפ, מישל מונהן, ג'ונתן ריס מאיירס, קרי ראסל, מגי קיו, סיימון פג, לורנס פישברן, ג'ף צ'ייס", פעולה / הרפתקאות / מתח
20115,http://www.torec.net/sub.asp?sub_id=20115,יעד סופי 4   /  The Final Destination: Death Trip, 2009, דיוויד ר אליס,"קריסטה אלן, ניק זנו, ריצ'ארד טי ג'ונס, שאנטל ואנסנטן, לארה גרייס, ג'סטין וולבורן, בילי סלוטר", אימה / מתח
25829,http://www.torec.net/sub.asp?sub_id=25829,קבור   /  Buried, 2010, רודריגו קורטז,"ריאן ריינולדס, סטפן טובולוסוקי, סמנתה מאת'יס, רוברט פטרסון", מיסתורין / מתח
11877,http://www.torec.net/sub.asp?sub_id=11877,האויב שבפנים: השמדה   /  Resident Evil: Extinction, 2007, רוסל מולקהי,"מילה יובוביץ', עודד פהר, אלי לרטר, איאן גלן, מייק אפס, ספנסר לוק, אשאנטי", אימה / מדע בדיוני / מתח / פעולה
15355,http://www.torec.net/sub.asp?sub_id=15355,חייל אוניברסלי   /  Universal Soldier, 1992, רונלד אמריץ,"ז'אן קלוד ואן דאם, דולף לונדגרן, אלי ווקר, אד או'רוס, ג'רי אורבך, לאון ריפי, טיקו וולס", דרמה / מדע בדיוני / פעולה
8100,http://www.torec.net/sub.asp?sub_id=8100,ארבעת המופלאים   /  Fantastic Four, 2005, טים סטורי,"יואן גרופורד, ג'סיקה אלבה, כריס אוונס, מייקל צ'יקליס, ג'וליאן מקמהון, קרי וושינגטון, האמיש לינקלייטר, לורי הולדן, סטן לי", פעולה / מדע בדיוני / הרפתקאות
9920,http://www.torec.net/sub.asp?sub_id=9920,האויב שבפנים   /  Resident Evil, 2002, פול אנדרסון,"מילה ג'ובוביץ', מישל רודריגז, אריק מביוס, ג'יימס פורפוי, מרטין קראוס, קולין סאלמון, ריאן מקלוסקי", פעולה / מתח / אימה / מדע בדיוני
